dataset,fragment,events,generator,gridpack
iDM_DarkPhotonToEE_Mchi-77p0_dMchi-14p0_ctau-10_mA-210p0_TuneCP5_13TeV_madgraph-pythia8,genFragments/Hadronizer/13TeV/iDM/iDMe_pythiaGenFragment_ctau-10.py,70000,madgraph,/afs/cern.ch/user/s/sabright/public/iDMe/gridpacks/iDMe_Mchi-77p0_dMchi-14p0_mZDinput-210p0_ctau-0_1jet_icckw1_drjj0_xptj80_xqcut20_slc7_amd64_gcc820_CMSSW_10_6_28_tarball.tar.xz
iDM_DarkPhotonToEE_Mchi-77p0_dMchi-14p0_ctau-100_mA-210p0_TuneCP5_13TeV_madgraph-pythia8,genFragments/Hadronizer/13TeV/iDM/iDMe_pythiaGenFragment_ctau-100.py,250000,madgraph,/afs/cern.ch/user/s/sabright/public/iDMe/gridpacks/iDMe_Mchi-77p0_dMchi-14p0_mZDinput-210p0_ctau-0_1jet_icckw1_drjj0_xptj80_xqcut20_slc7_amd64_gcc820_CMSSW_10_6_28_tarball.tar.xz
iDM_DarkPhotonToEE_Mchi-88p0_dMchi-16p0_ctau-1_mA-240p0_TuneCP5_13TeV_madgraph-pythia8,genFragments/Hadronizer/13TeV/iDM/iDMe_pythiaGenFragment_ctau-1.py,70000,madgraph,/afs/cern.ch/user/s/sabright/public/iDMe/gridpacks/iDMe_Mchi-88p0_dMchi-16p0_mZDinput-240p0_ctau-0_1jet_icckw1_drjj0_xptj80_xqcut20_slc7_amd64_gcc820_CMSSW_10_6_28_tarball.tar.xz
iDM_DarkPhotonToEE_Mchi-88p0_dMchi-16p0_ctau-10_mA-240p0_TuneCP5_13TeV_madgraph-pythia8,genFragments/Hadronizer/13TeV/iDM/iDMe_pythiaGenFragment_ctau-10.py,70000,madgraph,/afs/cern.ch/user/s/sabright/public/iDMe/gridpacks/iDMe_Mchi-88p0_dMchi-16p0_mZDinput-240p0_ctau-0_1jet_icckw1_drjj0_xptj80_xqcut20_slc7_amd64_gcc820_CMSSW_10_6_28_tarball.tar.xz
iDM_DarkPhotonToEE_Mchi-88p0_dMchi-16p0_ctau-100_mA-240p0_TuneCP5_13TeV_madgraph-pythia8,genFragments/Hadronizer/13TeV/iDM/iDMe_pythiaGenFragment_ctau-100.py,190000,madgraph,/afs/cern.ch/user/s/sabright/public/iDMe/gridpacks/iDMe_Mchi-88p0_dMchi-16p0_mZDinput-240p0_ctau-0_1jet_icckw1_drjj0_xptj80_xqcut20_slc7_amd64_gcc820_CMSSW_10_6_28_tarball.tar.xz
iDM_DarkPhotonToEE_Mchi-99p0_dMchi-18p0_ctau-1_mA-270p0_TuneCP5_13TeV_madgraph-pythia8,genFragments/Hadronizer/13TeV/iDM/iDMe_pythiaGenFragment_ctau-1.py,60000,madgraph,/afs/cern.ch/user/s/sabright/public/iDMe/gridpacks/iDMe_Mchi-99p0_dMchi-18p0_mZDinput-270p0_ctau-0_1jet_icckw1_drjj0_xptj80_xqcut20_slc7_amd64_gcc820_CMSSW_10_6_28_tarball.tar.xz
iDM_DarkPhotonToEE_Mchi-99p0_dMchi-18p0_ctau-10_mA-270p0_TuneCP5_13TeV_madgraph-pythia8,genFragments/Hadronizer/13TeV/iDM/iDMe_pythiaGenFragment_ctau-10.py,60000,madgraph,/afs/cern.ch/user/s/sabright/public/iDMe/gridpacks/iDMe_Mchi-99p0_dMchi-18p0_mZDinput-270p0_ctau-0_1jet_icckw1_drjj0_xptj80_xqcut20_slc7_amd64_gcc820_CMSSW_10_6_28_tarball.tar.xz
iDM_DarkPhotonToEE_Mchi-99p0_dMchi-18p0_ctau-100_mA-270p0_TuneCP5_13TeV_madgraph-pythia8,genFragments/Hadronizer/13TeV/iDM/iDMe_pythiaGenFragment_ctau-100.py,170000,madgraph,/afs/cern.ch/user/s/sabright/public/iDMe/gridpacks/iDMe_Mchi-99p0_dMchi-18p0_mZDinput-270p0_ctau-0_1jet_icckw1_drjj0_xptj80_xqcut20_slc7_amd64_gcc820_CMSSW_10_6_28_tarball.tar.xz
iDM_DarkPhotonToEE_Mchi-110p0_dMchi-20p0_ctau-1_mA-300p0_TuneCP5_13TeV_madgraph-pythia8,genFragments/Hadronizer/13TeV/iDM/iDMe_pythiaGenFragment_ctau-1.py,60000,madgraph,/afs/cern.ch/user/s/sabright/public/iDMe/gridpacks/iDMe_Mchi-110p0_dMchi-20p0_mZDinput-300p0_ctau-0_1jet_icckw1_drjj0_xptj80_xqcut20_slc7_amd64_gcc820_CMSSW_10_6_28_tarball.tar.xz
iDM_DarkPhotonToEE_Mchi-110p0_dMchi-20p0_ctau-10_mA-300p0_TuneCP5_13TeV_madgraph-pythia8,genFragments/Hadronizer/13TeV/iDM/iDMe_pythiaGenFragment_ctau-10.py,50000,madgraph,/afs/cern.ch/user/s/sabright/public/iDMe/gridpacks/iDMe_Mchi-110p0_dMchi-20p0_mZDinput-300p0_ctau-0_1jet_icckw1_drjj0_xptj80_xqcut20_slc7_amd64_gcc820_CMSSW_10_6_28_tarball.tar.xz
iDM_DarkPhotonToEE_Mchi-110p0_dMchi-20p0_ctau-100_mA-300p0_TuneCP5_13TeV_madgraph-pythia8,genFragments/Hadronizer/13TeV/iDM/iDMe_pythiaGenFragment_ctau-100.py,140000,madgraph,/afs/cern.ch/user/s/sabright/public/iDMe/gridpacks/iDMe_Mchi-110p0_dMchi-20p0_mZDinput-300p0_ctau-0_1jet_icckw1_drjj0_xptj80_xqcut20_slc7_amd64_gcc820_CMSSW_10_6_28_tarball.tar.xz
