,m1,delta,ctau,Signal,Background,S/sqrt(B)
sig_2018_Mchi-73p5_dMchi-7p0_ctau-100,70.0,0.1,100.0,0.4586368487689179,33.63980435774621,0.07907554869590529
sig_2018_Mchi-77p0_dMchi-14p0_ctau-100,70.0,0.2,100.0,0.0175551688897433,33.63980435774621,0.0030267620583298758
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,80.0,0.2,10.0,0.5562922486038482,33.63980435774621,0.09591273555909147
sig_2018_Mchi-84p0_dMchi-8p0_ctau-100,80.0,0.1,100.0,0.3939133899174766,33.63980435774621,0.06791629920273325
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,80.0,0.1,1.0,161.24166476811376,33.63980435774621,27.800367869272502
sig_2018_Mchi-88p0_dMchi-16p0_ctau-100,80.0,0.2,100.0,0.016180935585261274,33.63980435774621,0.0027898245927080166
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,80.0,0.1,10.0,11.910683268436832,33.63980435774621,2.0535720523174206
68,80.0,0.2,1.0,0.0,33.63980435774621,0.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-100,90.0,0.2,100.0,0.012226451745791563,33.63980435774621,0.0021080150515546594
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,90.0,0.2,10.0,0.41727135969655593,33.63980435774621,0.07194354708231586
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,90.0,0.2,1.0,5.429167212285551,33.63980435774621,0.9360660344358999
sig_2018_Mchi-94p5_dMchi-9p0_ctau-100,90.0,0.1,100.0,0.2994596180634123,33.63980435774621,0.05163111876900582
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,90.0,0.1,10.0,9.49959499185906,33.63980435774621,1.6378659682196854
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,90.0,0.1,1.0,128.18032929916757,33.63980435774621,22.10012104034066
sig_2018_Mchi-110p0_dMchi-20p0_ctau-100,100.0,0.2,100.0,0.010909619196775213,33.63980435774621,0.001880974296688143
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,100.0,0.2,10.0,0.339238459286675,33.63980435774621,0.05848955961312922
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,100.0,0.1,10.0,7.926314410278892,33.63980435774621,1.3666099067518742
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,100.0,0.1,1.0,103.7457116666633,33.63980435774621,17.8872436807231
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,100.0,0.2,1.0,4.007738408158769,33.63980435774621,0.6909913900408914
sig_2018_Mchi-105p0_dMchi-10p0_ctau-100,100.0,0.1,100.0,0.2511789915710605,33.63980435774621,0.04330684861602391
