,Preselections,0 < NJet < 3,n(good vertex) > 0,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",OSSF,theta < 70,BDT,m1,delta,ctau
sig_2018_Mchi-55p0_dMchi-10p0_ctau-10,0.02142382529182928,0.020362570979341386,0.011436126016362345,0.011436126016362345,0.01101362332319816,0.01101362332319816,0.01079817408053948,0.010547916490453222,0.0101421912279051,0.008520158860453559,50.0,0.2,10.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,0.01859775632679067,0.017748862157483523,0.008913819408773274,0.008909005326641585,0.008601222805005053,0.008601222805005053,0.008483485055163092,0.008223753498758589,0.007959180733857154,0.006831147789212083,50.0,0.1,10.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-10,0.02281195350167812,0.02172809589996696,0.011209199007283413,0.011190648683935791,0.010830574232533575,0.010830574232533575,0.01073045459246172,0.010385281580384273,0.009995449623539382,0.008544072705370961,60.0,0.1,10.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,0.027670959677721357,0.026361670219488986,0.014247821272103306,0.01423438564155693,0.013706084553886224,0.013706084553886224,0.013544551822976814,0.013157394847867114,0.012490928499667354,0.010454640264197746,70.0,0.1,10.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-10,0.03275361876131357,0.03081747697105446,0.018090518672640936,0.01808201464288448,0.01738836145409416,0.01738836145409416,0.01714154888310776,0.0166735851865471,0.015072724245826055,0.012343934985308135,70.0,0.2,10.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,0.0325024795809986,0.030956178633528376,0.016913436382022338,0.0169100608455997,0.016331355946053786,0.016331355946053786,0.016162209283539987,0.015705411148085335,0.014707499847836689,0.012027332734010266,80.0,0.1,10.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,0.03833159187055411,0.03639707233223798,0.02165202221786907,0.021638196218884714,0.020905760301718163,0.020905760301718163,0.020622335175245612,0.01999354102656055,0.017541515899350886,0.013803970396928987,80.0,0.2,10.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,0.03735983713775695,0.0355595582435598,0.020083374215690675,0.020066726799412668,0.019428269905065233,0.019427081264496902,0.019199988582172336,0.018697060356459766,0.01716797421428064,0.013848007606267906,90.0,0.1,10.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,0.045037154783835125,0.042479054939879045,0.02569535751937553,0.02566804868433852,0.0248530602534063,0.0248530602534063,0.024507886752176862,0.023840992447615936,0.020434146563666565,0.015820499999540546,90.0,0.2,10.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,0.042735772447414035,0.0407329277052451,0.02307792301054754,0.023065261707489876,0.022309500007384516,0.022309500007384516,0.021994181241814625,0.021372864044153537,0.01936829276065856,0.015394338750218471,100.0,0.1,10.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,0.051207728819284586,0.048336120443549326,0.02980181838411577,0.02977189619263184,0.028841900794633748,0.028841900794633748,0.028401216412893265,0.027680149786999238,0.02351666657050478,0.017587036451080895,100.0,0.2,10.0
